EnhetNivaa	Nasjonaltkode	Fylkekode	Kommunekode	Organisasjonsnummer	Nasjonalt	Fylke	Kommune	EnhetNavn	2023-24.Alle kjønn.Alle eierformer.Antall lærere
2	I	42	0000	42	Hele landet	Agder	Alle kommuner	Alle skoler	4 300
3	I	42	4203	4203	Hele landet	Agder	Arendal	Alle skoler	569
4	I	42	4203	990334021	Hele landet	Agder	Arendal	Arendal International School (Ais)	32
4	I	42	4203	975280888	Hele landet	Agder	Arendal	Asdal skole	48
4	I	42	4203	975283003	Hele landet	Agder	Arendal	Birkenlund skole	41
4	I	42	4203	975283208	Hele landet	Agder	Arendal	Eydehavn skole	13
4	I	42	4203	975283194	Hele landet	Agder	Arendal	Flosta skole	11
4	I	42	4203	982944694	Hele landet	Agder	Arendal	Hisøy skole 1-10 Skoler	41
4	I	42	4203	912457192	Hele landet	Agder	Arendal	Lunderød skole og ressurssenter	15
4	I	42	4203	975282996	Hele landet	Agder	Arendal	Moltemyr skole	35
4	I	42	4203	975283216	Hele landet	Agder	Arendal	Myra skole	21
4	I	42	4203	975280845	Hele landet	Agder	Arendal	Nedenes skole	41
4	I	42	4203	975283186	Hele landet	Agder	Arendal	Nesheim skole	10
4	I	42	4203	875280902	Hele landet	Agder	Arendal	Roligheden skole Barne-/Ungdomstrinnet	48
4	I	42	4203	975280853	Hele landet	Agder	Arendal	Rykene oppvekstsenter Avd skole	14
4	I	42	4203	975280896	Hele landet	Agder	Arendal	Sandnes skole	22
4	I	42	4203	974117061	Hele landet	Agder	Arendal	St. Franciskus skole	31
4	I	42	4203	986078479	Hele landet	Agder	Arendal	Steinerskolen i Arendal	34
4	I	42	4203	875283022	Hele landet	Agder	Arendal	Stinta skole barne- og Ungdomstrinnet	48
4	I	42	4203	975280837	Hele landet	Agder	Arendal	Strømmen oppvekstsenter Avd skole	14
4	I	42	4203	875283162	Hele landet	Agder	Arendal	Stuenes skole Barne- og Ungdomstrinn	44
3	I	42	4216	4216	Hele landet	Agder	Birkenes	Alle skoler	84
4	I	42	4216	975283259	Hele landet	Agder	Birkenes	Birkeland skole	42
4	I	42	4216	975283275	Hele landet	Agder	Birkenes	Engesland skole	12
4	I	42	4216	975283267	Hele landet	Agder	Birkenes	Herefoss skole	5
4	I	42	4216	975283283	Hele landet	Agder	Birkenes	Valstrand skole	25
3	I	42	4220	4220	Hele landet	Agder	Bygland	Alle skoler	22
4	I	42	4220	975280985	Hele landet	Agder	Bygland	Bygland oppvekstsenter Avd skule	15
4	I	42	4220	975280993	Hele landet	Agder	Bygland	Byglandsfjord oppvekstsenter Avd skule	7
3	I	42	4222	4222	Hele landet	Agder	Bykle	Alle skoler	24
4	I	42	4222	975281035	Hele landet	Agder	Bykle	Bykle barne- og ungdomsskule	13
4	I	42	4222	975296822	Hele landet	Agder	Bykle	Fjellgardane skule	11
3	I	42	4219	4219	Hele landet	Agder	Evje og Hornnes	Alle skoler	59
4	I	42	4219	975280942	Hele landet	Agder	Evje og Hornnes	Evje barneskule	25
4	I	42	4219	975280977	Hele landet	Agder	Evje og Hornnes	Evje ungdomsskule	21
4	I	42	4219	975280950	Hele landet	Agder	Evje og Hornnes	Hornnes barneskule	13
3	I	42	4206	4206	Hele landet	Agder	Farsund	Alle skoler	129
4	I	42	4206	975271382	Hele landet	Agder	Farsund	Borhaug skole	14
4	I	42	4206	973839942	Hele landet	Agder	Farsund	Farsund barneskole	33
4	I	42	4206	918195793	Hele landet	Agder	Farsund	Farsund ungdomsskole	25
4	I	42	4206	975295087	Hele landet	Agder	Farsund	Lista ungdomsskole	26
4	I	42	4206	975271404	Hele landet	Agder	Farsund	Vanse skole	25
3	I	42	4207	4207	Hele landet	Agder	Flekkefjord	Alle skoler	133
4	I	42	4207	974614103	Hele landet	Agder	Flekkefjord	Flekkefjord ungdomsskole	49
4	I	42	4207	975271455	Hele landet	Agder	Flekkefjord	Gyland skole	9
4	I	42	4207	975271447	Hele landet	Agder	Flekkefjord	Hidra skole	6
4	I	42	4207	975271463	Hele landet	Agder	Flekkefjord	Sira skole	10
4	I	42	4207	975271439	Hele landet	Agder	Flekkefjord	Sunde skole	44
4	I	42	4207	979584377	Hele landet	Agder	Flekkefjord	Søyland skole	15
3	I	42	4214	4214	Hele landet	Agder	Froland	Alle skoler	82
4	I	42	4214	974583313	Hele landet	Agder	Froland	Blakstadheia skole Avd skole	8
4	I	42	4214	921248253	Hele landet	Agder	Froland	Froland barneskole	41
4	I	42	4214	974583305	Hele landet	Agder	Froland	Froland ungdomsskole	28
4	I	42	4214	974583321	Hele landet	Agder	Froland	Mykland skole	5
3	I	42	4211	4211	Hele landet	Agder	Gjerstad	Alle skoler	30
4	I	42	4211	975283046	Hele landet	Agder	Gjerstad	Abel skole	30
3	I	42	4202	4202	Hele landet	Agder	Grimstad	Alle skoler	331
4	I	42	4202	914142008	Hele landet	Agder	Grimstad	Drottningborg ungdomsskole AS	19
4	I	42	4202	973812793	Hele landet	Agder	Grimstad	Eide skole	11
4	I	42	4202	974548801	Hele landet	Agder	Grimstad	Fevik skole	59
4	I	42	4202	974548844	Hele landet	Agder	Grimstad	Fjære barneskole	28
4	I	42	4202	974548798	Hele landet	Agder	Grimstad	Frivoll skole	15
4	I	42	4202	974548852	Hele landet	Agder	Grimstad	Grimstad ungdomsskole	38
4	I	42	4202	986109110	Hele landet	Agder	Grimstad	Hesnes skole montessoriskolen i Grimstad	13
4	I	42	4202	974548828	Hele landet	Agder	Grimstad	Holviga barneskole	43
4	I	42	4202	916105576	Hele landet	Agder	Grimstad	Holviga ungdomsskole	19
4	I	42	4202	982944627	Hele landet	Agder	Grimstad	Jappa skole	28
4	I	42	4202	974548771	Hele landet	Agder	Grimstad	Landvik skole	32
4	I	42	4202	974548879	Hele landet	Agder	Grimstad	Langemyr skole og ressurssenter	26
3	I	42	4226	4226	Hele landet	Agder	Hægebostad	Alle skoler	25
4	I	42	4226	974609525	Hele landet	Agder	Hægebostad	Eiken skule	13
4	I	42	4226	975271765	Hele landet	Agder	Hægebostad	Kollemo skule	12
3	I	42	4218	4218	Hele landet	Agder	Iveland	Alle skoler	29
4	I	42	4218	975280934	Hele landet	Agder	Iveland	Iveland skole	29
3	I	42	4204	4204	Hele landet	Agder	Kristiansand	Alle skoler	1 489
4	I	42	4204	974598825	Hele landet	Agder	Kristiansand	Brattbakken skole	25
4	I	42	4204	974598787	Hele landet	Agder	Kristiansand	Fagerholt skole	49
4	I	42	4204	975271544	Hele landet	Agder	Kristiansand	Finsland skole	18
4	I	42	4204	974598590	Hele landet	Agder	Kristiansand	Fiskå skole	28
4	I	42	4204	874598542	Hele landet	Agder	Kristiansand	Flekkerøy skole	29
4	I	42	4204	974598663	Hele landet	Agder	Kristiansand	Grim skole	46
4	I	42	4204	874598852	Hele landet	Agder	Kristiansand	Haumyrheia skole	33
4	I	42	4204	988110833	Hele landet	Agder	Kristiansand	Havlimyra skole	40
4	I	42	4204	974598620	Hele landet	Agder	Kristiansand	Hellemyr skole	31
4	I	42	4204	974598469	Hele landet	Agder	Kristiansand	Hellemyr skole Kompetanse	11
4	I	42	4204	974598841	Hele landet	Agder	Kristiansand	Heståsen skole	20
4	I	42	4204	985260044	Hele landet	Agder	Kristiansand	Holte skole	30
4	I	42	4204	974598795	Hele landet	Agder	Kristiansand	Justvik skole	18
4	I	42	4204	974598639	Hele landet	Agder	Kristiansand	Karl Johans Minne skole	24
4	I	42	4204	984181345	Hele landet	Agder	Kristiansand	Karuss skole	41
4	I	42	4204	974598868	Hele landet	Agder	Kristiansand	Kringsjå skole	22
4	I	42	4204	991156224	Hele landet	Agder	Kristiansand	Kristiansand Internasjonale skole	20
4	I	42	4204	974598671	Hele landet	Agder	Kristiansand	Krossen skole	12
4	I	42	4204	995682257	Hele landet	Agder	Kristiansand	Krossen skole - Kompetanse	42
4	I	42	4204	975271595	Hele landet	Agder	Kristiansand	Langenes skole	21
4	I	42	4204	985713480	Hele landet	Agder	Kristiansand	Lindebøskauen skole	17
4	I	42	4204	974598744	Hele landet	Agder	Kristiansand	Lovisenlund skole	34
4	I	42	4204	975288935	Hele landet	Agder	Kristiansand	Lunde skole	32
4	I	42	4204	974598701	Hele landet	Agder	Kristiansand	Mosby oppvekssenter skole	20
4	I	42	4204	974598892	Hele landet	Agder	Kristiansand	Mottaksskolen	23
4	I	42	4204	974598574	Hele landet	Agder	Kristiansand	Møvig skole	29
4	I	42	4204	975271587	Hele landet	Agder	Kristiansand	Nygård skole	34
4	I	42	4204	985315469	Hele landet	Agder	Kristiansand	Oasen skole Birkelid AS	33
4	I	42	4204	915828701	Hele landet	Agder	Kristiansand	Oasen skole Strømme AS Grunnskole	22
4	I	42	4204	819260702	Hele landet	Agder	Kristiansand	Oasen skole Vågsbygd AS	10
4	I	42	4204	974598752	Hele landet	Agder	Kristiansand	Oddemarka skole	40
4	I	42	4204	979956916	Hele landet	Agder	Kristiansand	Odderhei skole	28
4	I	42	4204	980447766	Hele landet	Agder	Kristiansand	Presteheia skole	28
4	I	42	4204	975290689	Hele landet	Agder	Kristiansand	Rosseland skole	13
4	I	42	4204	981522036	Hele landet	Agder	Kristiansand	Samfundets skole Dvergsnes	4
4	I	42	4204	981522028	Hele landet	Agder	Kristiansand	Samfundets skole Oftenes	8
4	I	42	4204	974117053	Hele landet	Agder	Kristiansand	Samfundets skole Sentrum	26
4	I	42	4204	974598558	Hele landet	Agder	Kristiansand	Sjøstrand skole	31
4	I	42	4204	974598604	Hele landet	Agder	Kristiansand	Slettheia skole	25
4	I	42	4204	928112535	Hele landet	Agder	Kristiansand	Smi-Skolen i Agder	25
4	I	42	4204	974598655	Hele landet	Agder	Kristiansand	Solholmen skole	22
4	I	42	4204	975271560	Hele landet	Agder	Kristiansand	Songdalen skole	23
4	I	42	4204	873501162	Hele landet	Agder	Kristiansand	Steinerskolen i Kristiansand	22
4	I	42	4204	974598833	Hele landet	Agder	Kristiansand	Strømme skole	29
4	I	42	4204	975271579	Hele landet	Agder	Kristiansand	Tangvall skole	29
4	I	42	4204	984446853	Hele landet	Agder	Kristiansand	Tinntjønn skole	23
4	I	42	4204	874598712	Hele landet	Agder	Kristiansand	Tordenskjoldsgate skole	15
4	I	42	4204	874598682	Hele landet	Agder	Kristiansand	Torridal skole	42
4	I	42	4204	979646275	Hele landet	Agder	Kristiansand	Tunballen skole	29
4	I	42	4204	923632395	Hele landet	Agder	Kristiansand	Valsvigveien skole	13
4	I	42	4204	974598817	Hele landet	Agder	Kristiansand	Vardåsen skole	26
4	I	42	4204	974598809	Hele landet	Agder	Kristiansand	Ve skole	33
4	I	42	4204	974598728	Hele landet	Agder	Kristiansand	Vigvoll skole	22
4	I	42	4204	974598566	Hele landet	Agder	Kristiansand	Voiebyen skole	27
4	I	42	4204	974598582	Hele landet	Agder	Kristiansand	Vågsbygd skole	40
4	I	42	4204	974598736	Hele landet	Agder	Kristiansand	Wilds Minne skole	32
4	I	42	4204	974598612	Hele landet	Agder	Kristiansand	Øvre Slettheia oppvekstsenter skole	7
3	I	42	4227	4227	Hele landet	Agder	Kvinesdal	Alle skoler	87
4	I	42	4227	976827538	Hele landet	Agder	Kvinesdal	Austerdalen skole	7
4	I	42	4227	975271811	Hele landet	Agder	Kvinesdal	Feda skole	8
4	I	42	4227	975290298	Hele landet	Agder	Kvinesdal	Kvinesdal ungdomsskole	23
4	I	42	4227	975271803	Hele landet	Agder	Kvinesdal	Kvinlog skule	11
4	I	42	4227	975271773	Hele landet	Agder	Kvinesdal	Liknes skole	31
4	I	42	4227	975299376	Hele landet	Agder	Kvinesdal	Vesterdalen skole	7
3	I	42	4215	4215	Hele landet	Agder	Lillesand	Alle skoler	156
4	I	42	4215	982944538	Hele landet	Agder	Lillesand	Justøy skole - montessoriskolen i Lillesand	9
4	I	42	4215	974612623	Hele landet	Agder	Lillesand	Lillesand kommune - Borkedalen skole	37
4	I	42	4215	975283240	Hele landet	Agder	Lillesand	Lillesand kommune - Brentemoen skole	17
4	I	42	4215	974612631	Hele landet	Agder	Lillesand	Lillesand kommune - Høvåg skole	24
4	I	42	4215	975283224	Hele landet	Agder	Lillesand	Lillesand kommune - Lillesand ungdomsskole	38
4	I	42	4215	975300005	Hele landet	Agder	Lillesand	Lillesand kommune - Tingsaker skole	31
3	I	42	4205	4205	Hele landet	Agder	Lindesnes	Alle skoler	327
4	I	42	4205	975271617	Hele landet	Agder	Lindesnes	Bjelland skole	8
4	I	42	4205	974615738	Hele landet	Agder	Lindesnes	Blomdalen ungdomsskole	32
4	I	42	4205	973837419	Hele landet	Agder	Lindesnes	Frøysland skole	21
4	I	42	4205	973837427	Hele landet	Agder	Lindesnes	Furulunden skole	46
4	I	42	4205	973837400	Hele landet	Agder	Lindesnes	Holum skole	15
4	I	42	4205	874615722	Hele landet	Agder	Lindesnes	Ime skole	32
4	I	42	4205	975271625	Hele landet	Agder	Lindesnes	Laudal skole	9
4	I	42	4205	974615754	Hele landet	Agder	Lindesnes	Lindesnes læringssenter	11
4	I	42	4205	975271676	Hele landet	Agder	Lindesnes	Nyplass skole	24
4	I	42	4205	911777886	Hele landet	Agder	Lindesnes	Oasen skole Mandal AS	26
4	I	42	4205	975271684	Hele landet	Agder	Lindesnes	Spangereid skole	13
4	I	42	4205	973837397	Hele landet	Agder	Lindesnes	Vassmyra ungdomsskole	33
4	I	42	4205	975271706	Hele landet	Agder	Lindesnes	Vigeland ungdomsskole	22
4	I	42	4205	914059135	Hele landet	Agder	Lindesnes	Vigmostad skole	7
4	I	42	4205	975271609	Hele landet	Agder	Lindesnes	Øyslebø skole	28
3	I	42	4225	4225	Hele landet	Agder	Lyngdal	Alle skoler	189
4	I	42	4225	975271714	Hele landet	Agder	Lyngdal	Berge barneskole	31
4	I	42	4225	875271652	Hele landet	Agder	Lyngdal	Byremo barneskule	12
4	I	42	4225	975289680	Hele landet	Agder	Lyngdal	Byremo ungdomsskole	21
4	I	42	4225	975271668	Hele landet	Agder	Lyngdal	Konsmo skole	13
4	I	42	4225	975271730	Hele landet	Agder	Lyngdal	Kvås skole	6
4	I	42	4225	975290697	Hele landet	Agder	Lyngdal	Lyngdal ungdomsskole	39
4	I	42	4225	983681123	Hele landet	Agder	Lyngdal	Stiftelsen Lyngdal Kristne grunnskole	26
4	I	42	4225	975271722	Hele landet	Agder	Lyngdal	Å barneskole	26
4	I	42	4225	975297470	Hele landet	Agder	Lyngdal	Årnes skole	11
3	I	42	4201	4201	Hele landet	Agder	Risør	Alle skoler	69
4	I	42	4201	975282988	Hele landet	Agder	Risør	Hope oppvekstsenter Avdeling skole	5
4	I	42	4201	974616335	Hele landet	Agder	Risør	Risør barneskole	29
4	I	42	4201	975290565	Hele landet	Agder	Risør	Risør ungdomsskole	24
4	I	42	4201	875282972	Hele landet	Agder	Risør	Søndeled skole	11
3	I	42	4228	4228	Hele landet	Agder	Sirdal	Alle skoler	41
4	I	42	4228	975271846	Hele landet	Agder	Sirdal	Sinnes skule	13
4	I	42	4228	875271822	Hele landet	Agder	Sirdal	Tonstad skule	28
3	I	42	4213	4213	Hele landet	Agder	Tvedestrand	Alle skoler	83
4	I	42	4213	975283070	Hele landet	Agder	Tvedestrand	Lyngmyr skole	29
4	I	42	4213	929630548	Hele landet	Agder	Tvedestrand	Tvedestrand barneskole	52
4	I	42	4213	975283089	Hele landet	Agder	Tvedestrand	Vestre Sandøya skole	2
3	I	42	4221	4221	Hele landet	Agder	Valle	Alle skoler	20
4	I	42	4221	975281019	Hele landet	Agder	Valle	Valle skule	20
3	I	42	4212	4212	Hele landet	Agder	Vegårshei	Alle skoler	33
4	I	42	4212	975289850	Hele landet	Agder	Vegårshei	Vegårshei skule	33
3	I	42	4223	4223	Hele landet	Agder	Vennesla	Alle skoler	231
4	I	42	4223	875271512	Hele landet	Agder	Vennesla	Eikeland oppvekstsenter Avdeling skole	12
4	I	42	4223	975271501	Hele landet	Agder	Vennesla	Kvarstein skole	16
4	I	42	4223	975271471	Hele landet	Agder	Vennesla	Moseidmoen skole	36
4	I	42	4223	925103446	Hele landet	Agder	Vennesla	Oasen skole Vennesla AS	14
4	I	42	4223	875267582	Hele landet	Agder	Vennesla	Skarpengland skole	40
4	I	42	4223	975271498	Hele landet	Agder	Vennesla	Vennesla skole	53
4	I	42	4223	873844302	Hele landet	Agder	Vennesla	Vennesla ungdomsskole	60
3	I	42	4217	4217	Hele landet	Agder	Åmli	Alle skoler	35
4	I	42	4217	875283332	Hele landet	Agder	Åmli	Dølemo oppvekstsenter Avd skule	3
4	I	42	4217	975283291	Hele landet	Agder	Åmli	Åmli skule	32
3	I	42	4224	4224	Hele landet	Agder	Åseral	Alle skoler	23
4	I	42	4224	975271633	Hele landet	Agder	Åseral	Åseral barne- og ungdomsskule	23
2	I	34	0000	34	Hele landet	Innlandet	Alle kommuner	Alle skoler	4 779
3	I	34	3428	3428	Hele landet	Innlandet	Alvdal	Alle skoler	35
4	I	34	3428	921382480	Hele landet	Innlandet	Alvdal	Alvdal barneskole	20
4	I	34	3428	975273520	Hele landet	Innlandet	Alvdal	Alvdal ungdomsskole	15
3	I	34	3431	3431	Hele landet	Innlandet	Dovre	Alle skoler	45
4	I	34	3431	975274683	Hele landet	Innlandet	Dovre	Dovre barneskole	28
4	I	34	3431	975289885	Hele landet	Innlandet	Dovre	Dovre ungdomsskole	17
3	I	34	3416	3416	Hele landet	Innlandet	Eidskog	Alle skoler	70
4	I	34	3416	991595465	Hele landet	Innlandet	Eidskog	Eidskog montessoriskole SA	7
4	I	34	3416	975290360	Hele landet	Innlandet	Eidskog	Eidskog ungdomsskole	25
4	I	34	3416	975273067	Hele landet	Innlandet	Eidskog	Magnor skole	14
4	I	34	3416	975273059	Hele landet	Innlandet	Eidskog	Skotterud skole	24
3	I	34	3420	3420	Hele landet	Innlandet	Elverum	Alle skoler	243
4	I	34	3420	921559828	Hele landet	Innlandet	Elverum	Elverum kommune - Ydalir skole	23
4	I	34	3420	975273253	Hele landet	Innlandet	Elverum	Elverum ungdomsskole	81
4	I	34	3420	975273261	Hele landet	Innlandet	Elverum	Frydenlund skole	27
4	I	34	3420	874586722	Hele landet	Innlandet	Elverum	Hanstad skole	24
4	I	34	3420	875273302	Hele landet	Innlandet	Elverum	Hernes skole	13
4	I	34	3420	975273318	Hele landet	Innlandet	Elverum	Lillemoen skole	15
4	I	34	3420	975295885	Hele landet	Innlandet	Elverum	Søbakken skole	26
4	I	34	3420	975294919	Hele landet	Innlandet	Elverum	Sørskogbygda skole	7
4	I	34	3420	975273326	Hele landet	Innlandet	Elverum	Vestad skole	25
3	I	34	3425	3425	Hele landet	Innlandet	Engerdal	Alle skoler	25
4	I	34	3425	975273598	Hele landet	Innlandet	Engerdal	Engerdal barne- og ungdomsskole	25
3	I	34	3450	3450	Hele landet	Innlandet	Etnedal	Alle skoler	21
4	I	34	3450	875273752	Hele landet	Innlandet	Etnedal	Etnedal skule	21
3	I	34	3429	3429	Hele landet	Innlandet	Folldal	Alle skoler	27
4	I	34	3429	975273490	Hele landet	Innlandet	Folldal	Folldal skole	27
3	I	34	3441	3441	Hele landet	Innlandet	Gausdal	Alle skoler	74
4	I	34	3441	975274187	Hele landet	Innlandet	Gausdal	Fjerdum skole	19
4	I	34	3441	975274217	Hele landet	Innlandet	Gausdal	Follebu skole	15
4	I	34	3441	975274209	Hele landet	Innlandet	Gausdal	Forset skole	12
4	I	34	3441	974595842	Hele landet	Innlandet	Gausdal	Gausdal ungdomsskole	28
3	I	34	3407	3407	Hele landet	Innlandet	Gjøvik	Alle skoler	383
4	I	34	3407	975294781	Hele landet	Innlandet	Gjøvik	Biri ungdomsskole	16
4	I	34	3407	975290603	Hele landet	Innlandet	Gjøvik	Bjørnsveen ungdomsskole	33
4	I	34	3407	975274721	Hele landet	Innlandet	Gjøvik	Blomhaug skole	34
4	I	34	3407	975274748	Hele landet	Innlandet	Gjøvik	Fredheim skole	29
4	I	34	3407	975274705	Hele landet	Innlandet	Gjøvik	Gjøvik skole	26
4	I	34	3407	913559460	Hele landet	Innlandet	Gjøvik	Gjøvikregionen International School	23
4	I	34	3407	975274756	Hele landet	Innlandet	Gjøvik	Grande skole	21
4	I	34	3407	975294935	Hele landet	Innlandet	Gjøvik	Kopperud skole	46
4	I	34	3407	975274764	Hele landet	Innlandet	Gjøvik	Lundstein skole	7
4	I	34	3407	975274810	Hele landet	Innlandet	Gjøvik	Redalen skole	4
4	I	34	3407	975274799	Hele landet	Innlandet	Gjøvik	Skrinnhagen skole	24
4	I	34	3407	975292754	Hele landet	Innlandet	Gjøvik	Snertingdal skole	21
4	I	34	3407	974180030	Hele landet	Innlandet	Gjøvik	Steinerskolen Gjøvik-Toten	18
4	I	34	3407	975292762	Hele landet	Innlandet	Gjøvik	Vardal ungdomsskole	45
4	I	34	3407	975274802	Hele landet	Innlandet	Gjøvik	Vindingstad skole	28
3	I	34	3446	3446	Hele landet	Innlandet	Gran	Alle skoler	164
4	I	34	3446	875273892	Hele landet	Innlandet	Gran	Bjoneroa skole	9
4	I	34	3446	917611386	Hele landet	Innlandet	Gran	Brandbu barneskole	27
4	I	34	3446	975273806	Hele landet	Innlandet	Gran	Brandbu ungdomsskole	25
4	I	34	3446	975273873	Hele landet	Innlandet	Gran	Fredheim skole	11
4	I	34	3446	975273814	Hele landet	Innlandet	Gran	Gran kommune Grymyr oppvekstsenter Skole	4
4	I	34	3446	975273911	Hele landet	Innlandet	Gran	Gran ungdomsskole	28
4	I	34	3446	975273881	Hele landet	Innlandet	Gran	Jaren skole	12
4	I	34	3446	975273903	Hele landet	Innlandet	Gran	Moen skole	14
4	I	34	3446	975273830	Hele landet	Innlandet	Gran	Sanne skole	10
4	I	34	3446	975273857	Hele landet	Innlandet	Gran	Trintom skole	24
3	I	34	3417	3417	Hele landet	Innlandet	Grue	Alle skoler	41
4	I	34	3417	975273091	Hele landet	Innlandet	Grue	Grue barne- og ungdomsskole	41
3	I	34	3403	3403	Hele landet	Innlandet	Hamar	Alle skoler	379
4	I	34	3403	875270532	Hele landet	Innlandet	Hamar	Ajer ungdomsskole	33
4	I	34	3403	975270548	Hele landet	Innlandet	Hamar	Børstad ungdomsskole	38
4	I	34	3403	975270815	Hele landet	Innlandet	Hamar	Ener ungdomsskole	38
4	I	34	3403	975269930	Hele landet	Innlandet	Hamar	Greveløkka skole	20
4	I	34	3403	983522181	Hele landet	Innlandet	Hamar	Hamar Montessori skole	26
4	I	34	3403	875270842	Hele landet	Innlandet	Hamar	Ingeberg skole	15
4	I	34	3403	975290379	Hele landet	Innlandet	Hamar	Lovisenberg skole	10
4	I	34	3403	975270858	Hele landet	Innlandet	Hamar	Lunden skole	28
4	I	34	3403	975295060	Hele landet	Innlandet	Hamar	Prestrud skole	39
4	I	34	3403	975270823	Hele landet	Innlandet	Hamar	Ridabu skole	30
4	I	34	3403	975269922	Hele landet	Innlandet	Hamar	Rollsløkken skole	28
4	I	34	3403	975270831	Hele landet	Innlandet	Hamar	Solvang skole	21
4	I	34	3403	975289141	Hele landet	Innlandet	Hamar	Storhamar skole	30
4	I	34	3403	913391470	Hele landet	Innlandet	Hamar	Wang Hamar AS	23
3	I	34	3401	3401	Hele landet	Innlandet	Kongsvinger	Alle skoler	230
4	I	34	3401	974576082	Hele landet	Innlandet	Kongsvinger	Austmarka barne- og ungdomsskole	14
4	I	34	3401	974576031	Hele landet	Innlandet	Kongsvinger	Brandval skole	10
4	I	34	3401	991673628	Hele landet	Innlandet	Kongsvinger	Finnskogen montessoriskole Ba	9
4	I	34	3401	918522859	Hele landet	Innlandet	Kongsvinger	Kongsvinger montessoriskole SA	7
4	I	34	3401	974576112	Hele landet	Innlandet	Kongsvinger	Kongsvinger ungdomsskole	68
4	I	34	3401	974576058	Hele landet	Innlandet	Kongsvinger	Langeland skole	35
4	I	34	3401	988675512	Hele landet	Innlandet	Kongsvinger	Marikollen skole	30
4	I	34	3401	915254845	Hele landet	Innlandet	Kongsvinger	Norges Toppidrettsgymnas ungdomsskole Kongsvinger AS	16
4	I	34	3401	974576104	Hele landet	Innlandet	Kongsvinger	Roverud skole	13
4	I	34	3401	974576074	Hele landet	Innlandet	Kongsvinger	Vennersberg skole	28
3	I	34	3432	3432	Hele landet	Innlandet	Lesja	Alle skoler	40
4	I	34	3432	975274667	Hele landet	Innlandet	Lesja	Lesja skule	27
4	I	34	3432	975274675	Hele landet	Innlandet	Lesja	Lesjaskog skule	13
3	I	34	3405	3405	Hele landet	Innlandet	Lillehammer	Alle skoler	323
4	I	34	3405	976210743	Hele landet	Innlandet	Lillehammer	Engesvea barne- og ungdomsskole	7
4	I	34	3405	975274837	Hele landet	Innlandet	Lillehammer	Hammartun skole	44
4	I	34	3405	975274888	Hele landet	Innlandet	Lillehammer	Jørstadmoen skole	19
4	I	34	3405	876973642	Hele landet	Innlandet	Lillehammer	Lillehammer læringssenter	8
4	I	34	3405	875274902	Hele landet	Innlandet	Lillehammer	Nordre Ål skole	44
4	I	34	3405	915225284	Hele landet	Innlandet	Lillehammer	Norges Toppidrettsgymnas ungdomsskole Lillehammer AS	13
4	I	34	3405	873688602	Hele landet	Innlandet	Lillehammer	Røyslimoen skole	28
4	I	34	3405	975289206	Hele landet	Innlandet	Lillehammer	Smestad ungdomsskole	36
4	I	34	3405	974175762	Hele landet	Innlandet	Lillehammer	Stiftelsen Lillehammer steinerskole	18
4	I	34	3405	975274896	Hele landet	Innlandet	Lillehammer	Søre Ål barneskole	31
4	I	34	3405	975274853	Hele landet	Innlandet	Lillehammer	Vingar skole	17
4	I	34	3405	875274872	Hele landet	Innlandet	Lillehammer	Vingrom skole	13
4	I	34	3405	975274845	Hele landet	Innlandet	Lillehammer	Åretta ungdomsskole	45
3	I	34	3434	3434	Hele landet	Innlandet	Lom	Alle skoler	32
4	I	34	3434	975274578	Hele landet	Innlandet	Lom	Loar skule	20
4	I	34	3434	975274586	Hele landet	Innlandet	Lom	Lom ungdomsskule	12
3	I	34	3412	3412	Hele landet	Innlandet	Løten	Alle skoler	112
4	I	34	3412	979668066	Hele landet	Innlandet	Løten	Hedemarken friskole	26
4	I	34	3412	975270890	Hele landet	Innlandet	Løten	Jønsrud skole	9
4	I	34	3412	975270866	Hele landet	Innlandet	Løten	Lund skole	12
4	I	34	3412	874604852	Hele landet	Innlandet	Løten	Løten ungdomsskole	26
4	I	34	3412	975270882	Hele landet	Innlandet	Løten	Østvang skole	28
4	I	34	3412	975270874	Hele landet	Innlandet	Løten	Ådalsbruk skole	11
3	I	34	3451	3451	Hele landet	Innlandet	Nord-Aurdal	Alle skoler	87
4	I	34	3451	975273695	Hele landet	Innlandet	Nord-Aurdal	Nord-Aurdal barneskole	52
4	I	34	3451	974596709	Hele landet	Innlandet	Nord-Aurdal	Nord-Aurdal ungdomsskole	29
4	I	34	3451	993951439	Hele landet	Innlandet	Nord-Aurdal	Valdres montessoriskule SA	6
3	I	34	3436	3436	Hele landet	Innlandet	Nord-Fron	Alle skoler	83
4	I	34	3436	975274438	Hele landet	Innlandet	Nord-Fron	Barhaug skole	20
4	I	34	3436	975274365	Hele landet	Innlandet	Nord-Fron	Kvam skole	10
4	I	34	3436	875274422	Hele landet	Innlandet	Nord-Fron	Skåbu oppvekstsenter Avd skole	6
4	I	34	3436	975274373	Hele landet	Innlandet	Nord-Fron	Sødorp skole	16
4	I	34	3436	976641345	Hele landet	Innlandet	Nord-Fron	Vinstra ungdomsskole	31
3	I	34	3414	3414	Hele landet	Innlandet	Nord-Odal	Alle skoler	57
4	I	34	3414	975272990	Hele landet	Innlandet	Nord-Odal	Garvik skole	14
4	I	34	3414	975289176	Hele landet	Innlandet	Nord-Odal	Nord-Odal ungdomsskole	24
