EnhetNivaa	Nasjonaltkode	Fylkekode	Kommunekode	Organisasjonsnummer	Nasjonalt	Fylke	Kommune	EnhetNavn	2023-24.Alle kjønn.Alle eierformer.Antall lærere
4	I	46	4601	874738522	Hele landet	Vestland	Bergen	Hop Oppveksttun skole	50
4	I	46	4601	974738023	Hele landet	Vestland	Bergen	Hordvik skole	23
4	I	46	4601	974187442	Hele landet	Vestland	Bergen	International School Of Bergen Avd skole	33
4	I	46	4601	974738333	Hele landet	Vestland	Bergen	Kaland skole	26
4	I	46	4601	974738503	Hele landet	Vestland	Bergen	Kalvatræet skole	20
4	I	46	4601	974738252	Hele landet	Vestland	Bergen	Kirkevoll skole	49
4	I	46	4601	974738449	Hele landet	Vestland	Bergen	Kjøkkelvik skole	50
4	I	46	4601	874222062	Hele landet	Vestland	Bergen	Kringlebotn skole	23
4	I	46	4601	974737914	Hele landet	Vestland	Bergen	Krohnengen skole	38
4	I	46	4601	974738228	Hele landet	Vestland	Bergen	Krokeide skole	5
4	I	46	4601	974737922	Hele landet	Vestland	Bergen	Kronstad skole	25
4	I	46	4601	874738042	Hele landet	Vestland	Bergen	Kyrkjekrinsen skole	40
4	I	46	4601	974737868	Hele landet	Vestland	Bergen	Landås skole	44
4	I	46	4601	874738662	Hele landet	Vestland	Bergen	Li skole	23
4	I	46	4601	974738279	Hele landet	Vestland	Bergen	Liland skole	25
4	I	46	4601	974738589	Hele landet	Vestland	Bergen	Loddefjord skole	25
4	I	46	4601	974738112	Hele landet	Vestland	Bergen	Lone skule	28
4	I	46	4601	974738481	Hele landet	Vestland	Bergen	Lynghaug skole	42
4	I	46	4601	974738406	Hele landet	Vestland	Bergen	Lyshovden Oppveksttun Avd skole	21
4	I	46	4601	974738538	Hele landet	Vestland	Bergen	Løvås Oppveksttun - skole	23
4	I	46	4601	974738376	Hele landet	Vestland	Bergen	Mathopen skole	23
4	I	46	4601	974738341	Hele landet	Vestland	Bergen	Midtun skole	37
4	I	46	4601	974738295	Hele landet	Vestland	Bergen	Minde skole	23
4	I	46	4601	974738031	Hele landet	Vestland	Bergen	Mjølkeråen skole	58
4	I	46	4601	974737965	Hele landet	Vestland	Bergen	Møhlenpris Oppveksttun Avd skole	26
4	I	46	4601	976202422	Hele landet	Vestland	Bergen	Møllebakken skole	17
4	I	46	4601	974738309	Hele landet	Vestland	Bergen	Nattland Oppveksttun - skole	74
4	I	46	4601	874737852	Hele landet	Vestland	Bergen	Nordnes skole	28
4	I	46	4601	922148872	Hele landet	Vestland	Bergen	Norges Toppidrettsgymnas ungdomsskole Bergen AS	12
4	I	46	4601	974737906	Hele landet	Vestland	Bergen	Ny Krohnborg skole	42
4	I	46	4601	974738546	Hele landet	Vestland	Bergen	Nygårdslien skole	26
4	I	46	4601	974738635	Hele landet	Vestland	Bergen	Olsvik skole	56
4	I	46	4601	974738414	Hele landet	Vestland	Bergen	Ortun skole	52
4	I	46	4601	974738317	Hele landet	Vestland	Bergen	Paradis skole	37
4	I	46	4601	974737825	Hele landet	Vestland	Bergen	Rolland skole	28
4	I	46	4601	874737992	Hele landet	Vestland	Bergen	Rothaugen skole	67
4	I	46	4601	973159232	Hele landet	Vestland	Bergen	Rudolf steinerskolen i Bergen	35
4	I	46	4601	974738600	Hele landet	Vestland	Bergen	Rå skole	35
4	I	46	4601	992584602	Hele landet	Vestland	Bergen	Rådalslien skole	36
4	I	46	4601	974738058	Hele landet	Vestland	Bergen	Salhus skule	10
4	I	46	4601	974737833	Hele landet	Vestland	Bergen	Sandgotna skole	53
4	I	46	4601	974737841	Hele landet	Vestland	Bergen	Seljedalen skole	20
4	I	46	4601	974738171	Hele landet	Vestland	Bergen	Skeie skole	29
4	I	46	4601	974738260	Hele landet	Vestland	Bergen	Skjold skole	29
4	I	46	4601	979276028	Hele landet	Vestland	Bergen	Skranevatnet skole	57
4	I	46	4601	974737876	Hele landet	Vestland	Bergen	Slettebakken skole	41
4	I	46	4601	974738457	Hele landet	Vestland	Bergen	Slåtthaug skole	44
4	I	46	4601	974738325	Hele landet	Vestland	Bergen	Smørås skole	19
4	I	46	4601	974117045	Hele landet	Vestland	Bergen	St Paul skole	44
4	I	46	4601	973465112	Hele landet	Vestland	Bergen	Steinerskolen på Skjold Helseped Avdeling	16
4	I	46	4601	986847367	Hele landet	Vestland	Bergen	Stiftelsen Davinci montessoriskole	14
4	I	46	4601	974223384	Hele landet	Vestland	Bergen	Stiftelsen montessoriskolen i Bergen	26
4	I	46	4601	973448889	Hele landet	Vestland	Bergen	Stiftelsen steinerskolen på Skjold	27
4	I	46	4601	974738619	Hele landet	Vestland	Bergen	Storetveit skole	48
4	I	46	4601	974738244	Hele landet	Vestland	Bergen	Sædalen skole	28
4	I	46	4601	974737981	Hele landet	Vestland	Bergen	Sælen Oppveksttun Avd skole	22
4	I	46	4601	974738236	Hele landet	Vestland	Bergen	Søreide skole	41
4	I	46	4601	974739380	Hele landet	Vestland	Bergen	Søråshøgda skole	52
4	I	46	4601	974738074	Hele landet	Vestland	Bergen	Tertnes skole	30
4	I	46	4601	974738155	Hele landet	Vestland	Bergen	Trengereid Oppveksttun Avd skule	2
4	I	46	4601	974738643	Hele landet	Vestland	Bergen	Tveiterås skole	15
4	I	46	4601	874738492	Hele landet	Vestland	Bergen	Ulsetskogen skole	22
4	I	46	4601	974738511	Hele landet	Vestland	Bergen	Ulsmåg skole	45
4	I	46	4601	974738422	Hele landet	Vestland	Bergen	Vadmyra skole	24
4	I	46	4601	974737973	Hele landet	Vestland	Bergen	Varden skole	29
4	I	46	4601	974738139	Hele landet	Vestland	Bergen	Ytre Arna skule	21
4	I	46	4601	974738597	Hele landet	Vestland	Bergen	Ytrebygda skole	42
4	I	46	4601	974738570	Hele landet	Vestland	Bergen	Ådnamarka skule	35
4	I	46	4601	974738465	Hele landet	Vestland	Bergen	Åstveit skole	53
3	I	46	4624	4624	Hele landet	Vestland	Bjørnafjorden	Alle skoler	348
4	I	46	4624	975282023	Hele landet	Vestland	Bjørnafjorden	Baldersheim barneskule	3
4	I	46	4624	926864475	Hele landet	Vestland	Bjørnafjorden	Borgafjellet barneskule	19
4	I	46	4624	975282031	Hele landet	Vestland	Bjørnafjorden	Eikelandsosen barneskule	12
4	I	46	4624	875281992	Hele landet	Vestland	Bjørnafjorden	Fusa barneskule	9
4	I	46	4624	975281981	Hele landet	Vestland	Bjørnafjorden	Fusa ungdomsskule	15
4	I	46	4624	979951094	Hele landet	Vestland	Bjørnafjorden	Halhjem barneskule	9
4	I	46	4624	917407258	Hele landet	Vestland	Bjørnafjorden	Hålandsdal Vekst SA	4
4	I	46	4624	975296601	Hele landet	Vestland	Bjørnafjorden	Kuventræ barneskule	29
4	I	46	4624	975282147	Hele landet	Vestland	Bjørnafjorden	Lunde barneskule	28
4	I	46	4624	975282171	Hele landet	Vestland	Bjørnafjorden	Lysekloster barneskule	20
4	I	46	4624	975282163	Hele landet	Vestland	Bjørnafjorden	Nore Neset barneskule	27
4	I	46	4624	813822172	Hele landet	Vestland	Bjørnafjorden	Nore Neset ungdomsskule	49
4	I	46	4624	975282155	Hele landet	Vestland	Bjørnafjorden	Os barneskule	20
4	I	46	4624	975282104	Hele landet	Vestland	Bjørnafjorden	Os ungdomsskule	46
4	I	46	4624	917450064	Hele landet	Vestland	Bjørnafjorden	Strandvik Vekst AS	6
4	I	46	4624	975282112	Hele landet	Vestland	Bjørnafjorden	Strøno barneskule	6
4	I	46	4624	975282139	Hele landet	Vestland	Bjørnafjorden	Søfteland barneskule	21
4	I	46	4624	875282182	Hele landet	Vestland	Bjørnafjorden	Søre Øyane barneskule	15
4	I	46	4624	976831055	Hele landet	Vestland	Bjørnafjorden	Vinnes friskule	4
4	I	46	4624	975282007	Hele landet	Vestland	Bjørnafjorden	Ådlandsfjorden barneskule	6
3	I	46	4648	4648	Hele landet	Vestland	Bremanger	Alle skoler	61
4	I	46	4648	975276686	Hele landet	Vestland	Bremanger	Davik Oppvekst Avd skule	11
4	I	46	4648	975276651	Hele landet	Vestland	Bremanger	Hauge Oppvekst Avd skule	16
4	I	46	4648	975276708	Hele landet	Vestland	Bremanger	Kalvåg Oppvekst Frøyen skule	6
4	I	46	4648	975276643	Hele landet	Vestland	Bremanger	Svelgen Oppvekst Avd skule	24
4	I	46	4648	875276662	Hele landet	Vestland	Bremanger	Ålfoten oppvekstsenter Avd skule	4
3	I	46	4613	4613	Hele landet	Vestland	Bømlo	Alle skoler	198
4	I	46	4613	975281221	Hele landet	Vestland	Bømlo	Bremnes ungdomsskule	46
4	I	46	4613	875281232	Hele landet	Vestland	Bømlo	Foldrøy skule	5
4	I	46	4613	975281310	Hele landet	Vestland	Bømlo	Gilje skule	10
4	I	46	4613	975281272	Hele landet	Vestland	Bømlo	Hillestveit skule	16
4	I	46	4613	975281302	Hele landet	Vestland	Bømlo	Meling skule	18
4	I	46	4613	975281280	Hele landet	Vestland	Bømlo	Moster skule	35
4	I	46	4613	975281299	Hele landet	Vestland	Bømlo	Rubbestadneset skule	21
4	I	46	4613	975281264	Hele landet	Vestland	Bømlo	Svortland skule	36
4	I	46	4613	975290263	Hele landet	Vestland	Bømlo	Våge skule	9
3	I	46	4619	4619	Hele landet	Vestland	Eidfjord	Alle skoler	22
4	I	46	4619	974068192	Hele landet	Vestland	Eidfjord	Lægreid skule	22
3	I	46	4611	4611	Hele landet	Vestland	Etne	Alle skoler	62
4	I	46	4611	975281086	Hele landet	Vestland	Etne	Enge skule	46
4	I	46	4611	975281094	Hele landet	Vestland	Etne	Skånevik skule	16
3	I	46	4633	4633	Hele landet	Vestland	Fedje	Alle skoler	14
4	I	46	4633	974575523	Hele landet	Vestland	Fedje	Fedje skule	14
3	I	46	4615	4615	Hele landet	Vestland	Fitjar	Alle skoler	61
4	I	46	4615	975281361	Hele landet	Vestland	Fitjar	Rimbareid barne- og ungdomsskule	46
4	I	46	4615	975281396	Hele landet	Vestland	Fitjar	Selevik skule	6
4	I	46	4615	875281372	Hele landet	Vestland	Fitjar	Øvrebygda skule	9
3	I	46	4646	4646	Hele landet	Vestland	Fjaler	Alle skoler	56
4	I	46	4646	875276492	Hele landet	Vestland	Fjaler	Dingemoen skule	36
4	I	46	4646	975276481	Hele landet	Vestland	Fjaler	Flekke skule	9
4	I	46	4646	979150296	Hele landet	Vestland	Fjaler	Våge skule	11
3	I	46	4650	4650	Hele landet	Vestland	Gloppen	Alle skoler	101
4	I	46	4650	994427067	Hele landet	Vestland	Gloppen	Breim skule	17
4	I	46	4650	975289346	Hele landet	Vestland	Gloppen	Gloppen ungdomsskule	29
4	I	46	4650	975289311	Hele landet	Vestland	Gloppen	Hyen skule	9
4	I	46	4650	994427741	Hele landet	Vestland	Gloppen	Nordstranda skule	16
4	I	46	4650	975276910	Hele landet	Vestland	Gloppen	Sandane skule	30
3	I	46	4635	4635	Hele landet	Vestland	Gulen	Alle skoler	45
4	I	46	4635	975290212	Hele landet	Vestland	Gulen	Brekke skule	11
4	I	46	4635	975271978	Hele landet	Vestland	Gulen	Byrknes skule	11
4	I	46	4635	975271986	Hele landet	Vestland	Gulen	Dalsøyra skule	11
4	I	46	4635	975290220	Hele landet	Vestland	Gulen	Eivindvik skule	12
3	I	46	4637	4637	Hele landet	Vestland	Hyllestad	Alle skoler	23
4	I	46	4637	875289292	Hele landet	Vestland	Hyllestad	Hyllestad skule	23
3	I	46	4638	4638	Hele landet	Vestland	Høyanger	Alle skoler	61
4	I	46	4638	975272060	Hele landet	Vestland	Høyanger	Bjordal skule	9
4	I	46	4638	974579960	Hele landet	Vestland	Høyanger	Høyanger skule	32
4	I	46	4638	975272109	Hele landet	Vestland	Høyanger	Kyrkjebø skule	7
4	I	46	4638	975272079	Hele landet	Vestland	Høyanger	Lavik skule	9
4	I	46	4638	975272095	Hele landet	Vestland	Høyanger	Vadheim oppvekstsenter Avd skule	4
3	I	46	4602	4602	Hele landet	Vestland	Kinn	Alle skoler	262
4	I	46	4602	975271889	Hele landet	Vestland	Kinn	Brandsøy skule	14
4	I	46	4602	975271935	Hele landet	Vestland	Kinn	Eikefjord barne- og ungdomsskule	21
4	I	46	4602	975271854	Hele landet	Vestland	Kinn	Florø barneskole	45
4	I	46	4602	975290239	Hele landet	Vestland	Kinn	Florø ungdomsskule	55
4	I	46	4602	975271897	Hele landet	Vestland	Kinn	Krokane skule	18
4	I	46	4602	975276732	Hele landet	Vestland	Kinn	Raudeberg skule	12
4	I	46	4602	975276767	Hele landet	Vestland	Kinn	Skavøypoll skule	17
4	I	46	4602	975276791	Hele landet	Vestland	Kinn	Skram skule	25
4	I	46	4602	975271900	Hele landet	Vestland	Kinn	Stavang skule	4
4	I	46	4602	980297918	Hele landet	Vestland	Kinn	Torvmyrane skule	19
4	I	46	4602	975276716	Hele landet	Vestland	Kinn	Vågsøy ungdomsskule	32
3	I	46	4622	4622	Hele landet	Vestland	Kvam	Alle skoler	139
4	I	46	4622	989142283	Hele landet	Vestland	Kvam	Foreninga Norheimsund friskule	12
4	I	46	4622	973953907	Hele landet	Vestland	Kvam	Kvam ungdomsskule	32
4	I	46	4622	973953990	Hele landet	Vestland	Kvam	Norheimsund skule	37
4	I	46	4622	973953915	Hele landet	Vestland	Kvam	Strandebarm skule	19
4	I	46	4622	973953966	Hele landet	Vestland	Kvam	Tørvikbygd skule	5
4	I	46	4622	973954008	Hele landet	Vestland	Kvam	Øystese skule	27
4	I	46	4622	973953923	Hele landet	Vestland	Kvam	Ålvik skule	7
3	I	46	4617	4617	Hele landet	Vestland	Kvinnherad	Alle skoler	213
4	I	46	4617	975281647	Hele landet	Vestland	Kvinnherad	Bringedalsbygda skule	8
4	I	46	4617	975281655	Hele landet	Vestland	Kvinnherad	Halsnøy skule	22
4	I	46	4617	975281620	Hele landet	Vestland	Kvinnherad	Hatlestrand barne- og ungdomsskule	12
4	I	46	4617	975289257	Hele landet	Vestland	Kvinnherad	Husnes ungdomsskule	31
4	I	46	4617	975281590	Hele landet	Vestland	Kvinnherad	Malmanger skule	17
4	I	46	4617	975281639	Hele landet	Vestland	Kvinnherad	Omvikdalen skule	10
4	I	46	4617	975289265	Hele landet	Vestland	Kvinnherad	Rosendal ungdomsskule	22
4	I	46	4617	975281477	Hele landet	Vestland	Kvinnherad	Skarveland skule	7
4	I	46	4617	975281582	Hele landet	Vestland	Kvinnherad	Sunde skule	12
4	I	46	4617	975281450	Hele landet	Vestland	Kvinnherad	Undarheim skule	24
4	I	46	4617	975281574	Hele landet	Vestland	Kvinnherad	Uskedalen skule	10
4	I	46	4617	975281604	Hele landet	Vestland	Kvinnherad	Valen skule	15
4	I	46	4617	994665995	Hele landet	Vestland	Kvinnherad	Ølve montessoriskule SA	6
4	I	46	4617	975281663	Hele landet	Vestland	Kvinnherad	Øyatun skule	14
4	I	46	4617	975281515	Hele landet	Vestland	Kvinnherad	Åkra skule	3
3	I	46	4644	4644	Hele landet	Vestland	Luster	Alle skoler	107
4	I	46	4644	975276333	Hele landet	Vestland	Luster	Gaupne skule	17
4	I	46	4644	975276341	Hele landet	Vestland	Luster	Hafslo barne- og ungdomsskule	32
4	I	46	4644	975276317	Hele landet	Vestland	Luster	Indre Hafslo oppvekstsenter skule	8
4	I	46	4644	975276287	Hele landet	Vestland	Luster	Jostedal oppvekstsenter skule	5
4	I	46	4644	975276279	Hele landet	Vestland	Luster	Luster oppvekstsenter skule	8
4	I	46	4644	975289729	Hele landet	Vestland	Luster	Luster ungdomsskule	21
4	I	46	4644	975276325	Hele landet	Vestland	Luster	Skjolden oppvekstsenter skule	7
4	I	46	4644	875276352	Hele landet	Vestland	Luster	Solvorn oppvekstsenter skule	4
4	I	46	4644	975276295	Hele landet	Vestland	Luster	Veitastrond oppvekstsenter skule	4
3	I	46	4642	4642	Hele landet	Vestland	Lærdal	Alle skoler	33
4	I	46	4642	975276236	Hele landet	Vestland	Lærdal	Borgund skule	5
4	I	46	4642	975289303	Hele landet	Vestland	Lærdal	Lærdalsøyri skule	28
3	I	46	4634	4634	Hele landet	Vestland	Masfjorden	Alle skoler	39
4	I	46	4634	975285847	Hele landet	Vestland	Masfjorden	Matre skule	10
4	I	46	4634	975267733	Hele landet	Vestland	Masfjorden	Nordbygda skule	18
4	I	46	4634	975285839	Hele landet	Vestland	Masfjorden	Sandnes skule	11
3	I	46	4629	4629	Hele landet	Vestland	Modalen	Alle skoler	13
4	I	46	4629	974616173	Hele landet	Vestland	Modalen	Mo skule	13
3	I	46	4630	4630	Hele landet	Vestland	Osterøy	Alle skoler	133
4	I	46	4630	995370832	Hele landet	Vestland	Osterøy	Danielsen ungdomsskule Osterøy AS	17
4	I	46	4630	975286290	Hele landet	Vestland	Osterøy	Fotlandsvåg skule	8
4	I	46	4630	912019373	Hele landet	Vestland	Osterøy	Hamre grendaskule	7
4	I	46	4630	975286193	Hele landet	Vestland	Osterøy	Haus skule	13
4	I	46	4630	917635501	Hele landet	Vestland	Osterøy	Hjellvik montessoriskule	7
4	I	46	4630	987781475	Hele landet	Vestland	Osterøy	Hosanger montessoriskule	5
4	I	46	4630	982763053	Hele landet	Vestland	Osterøy	Lonevåg skule	23
4	I	46	4630	975286177	Hele landet	Vestland	Osterøy	Osterøy ungdomsskule	33
4	I	46	4630	975286185	Hele landet	Vestland	Osterøy	Valestrand skule	20
3	I	46	4623	4623	Hele landet	Vestland	Samnanger	Alle skoler	35
4	I	46	4623	881659522	Hele landet	Vestland	Samnanger	Samnanger barneskule	23
4	I	46	4623	975282082	Hele landet	Vestland	Samnanger	Samnanger ungdomsskule	12
3	I	46	4640	4640	Hele landet	Vestland	Sogndal	Alle skoler	176
4	I	46	4640	975276104	Hele landet	Vestland	Sogndal	Fjordtun oppvekstsenter Avd skule	2
4	I	46	4640	975276082	Hele landet	Vestland	Sogndal	Fjærland oppvekstsenter Avd skule	5
4	I	46	4640	975276163	Hele landet	Vestland	Sogndal	Kaupanger skule	25
4	I	46	4640	975289710	Hele landet	Vestland	Sogndal	Kvåle skule	38
4	I	46	4640	975299430	Hele landet	Vestland	Sogndal	Leikanger barneskule	19
4	I	46	4640	975276147	Hele landet	Vestland	Sogndal	Leikanger ungdomsskule	18
4	I	46	4640	975276171	Hele landet	Vestland	Sogndal	Norane skule	6
4	I	46	4640	975276074	Hele landet	Vestland	Sogndal	Sagatun skule Avd skule	25
4	I	46	4640	975276155	Hele landet	Vestland	Sogndal	Trudvang skule	38
3	I	46	4636	4636	Hele landet	Vestland	Solund	Alle skoler	19
4	I	46	4636	974614464	Hele landet	Vestland	Solund	Solund barne- og ungdomsskule	19
3	I	46	4649	4649	Hele landet	Vestland	Stad	Alle skoler	164
4	I	46	4649	920335195	Hele landet	Vestland	Stad	Bryggja skule AS	7
4	I	46	4649	974556189	Hele landet	Vestland	Stad	Eid ungdomsskule	41
4	I	46	4649	975276856	Hele landet	Vestland	Stad	Flatraket skule	7
4	I	46	4649	975276880	Hele landet	Vestland	Stad	Haugen skule	8
4	I	46	4649	975276872	Hele landet	Vestland	Stad	Hjelle skule	10
4	I	46	4649	998245508	Hele landet	Vestland	Stad	Kjølsdalen montessoriskule SA	6
4	I	46	4649	975276864	Hele landet	Vestland	Stad	Nordfjordeid skule	42
4	I	46	4649	975289869	Hele landet	Vestland	Stad	Selje skule	20
4	I	46	4649	975276813	Hele landet	Vestland	Stad	Stadlandet skule	16
4	I	46	4649	975276899	Hele landet	Vestland	Stad	Stårheim skule	7
3	I	46	4614	4614	Hele landet	Vestland	Stord	Alle skoler	312
4	I	46	4614	974563479	Hele landet	Vestland	Stord	Hystad skule	34
4	I	46	4614	974563487	Hele landet	Vestland	Stord	Langeland skule	45
4	I	46	4614	974563495	Hele landet	Vestland	Stord	Leirvik skule	38
4	I	46	4614	974563509	Hele landet	Vestland	Stord	Litlabø skule	15
4	I	46	4614	895060062	Hele landet	Vestland	Stord	Nordbygdo ungdomsskule	31
4	I	46	4614	974563436	Hele landet	Vestland	Stord	Nysæter ungdomsskule	27
4	I	46	4614	975289486	Hele landet	Vestland	Stord	Rommetveit skule	31
4	I	46	4614	974563517	Hele landet	Vestland	Stord	Sagvåg skule	17
4	I	46	4614	923927085	Hele landet	Vestland	Stord	Stord Kristne skule AS	5
4	I	46	4614	974563444	Hele landet	Vestland	Stord	Stord ungdomsskule	41
4	I	46	4614	975321630	Hele landet	Vestland	Stord	Tjødnalio skule	28
3	I	46	4651	4651	Hele landet	Vestland	Stryn	Alle skoler	127
4	I	46	4651	975277062	Hele landet	Vestland	Stryn	Loen skule	7
4	I	46	4651	975277011	Hele landet	Vestland	Stryn	Nordsida skule	9
4	I	46	4651	975277089	Hele landet	Vestland	Stryn	Olden skule	26
4	I	46	4651	975277038	Hele landet	Vestland	Stryn	Oppstryn skule	7
4	I	46	4651	875276972	Hele landet	Vestland	Stryn	Stryn ungdomsskule	28
4	I	46	4651	975277054	Hele landet	Vestland	Stryn	Tonning skule	43
4	I	46	4651	975276996	Hele landet	Vestland	Stryn	Vikane skule	7
3	I	46	4647	4647	Hele landet	Vestland	Sunnfjord	Alle skoler	356
4	I	46	4647	975276511	Hele landet	Vestland	Sunnfjord	Bygstad skule	11
4	I	46	4647	979951027	Hele landet	Vestland	Sunnfjord	Flatene skule	24
4	I	46	4647	975276554	Hele landet	Vestland	Sunnfjord	Førde barneskule	27
4	I	46	4647	975290204	Hele landet	Vestland	Sunnfjord	Førde ungdomsskule	38
4	I	46	4647	975294749	Hele landet	Vestland	Sunnfjord	Halbrend skule	49
4	I	46	4647	975276570	Hele landet	Vestland	Sunnfjord	Holsen skule og barnehage Avd skule	7
4	I	46	4647	975276600	Hele landet	Vestland	Sunnfjord	Naustdal skule	43
4	I	46	4647	975289737	Hele landet	Vestland	Sunnfjord	Sande skule	36
4	I	46	4647	975276546	Hele landet	Vestland	Sunnfjord	Skei skule	25
4	I	46	4647	975326012	Hele landet	Vestland	Sunnfjord	Slåtten skule	33
4	I	46	4647	975276597	Hele landet	Vestland	Sunnfjord	Sunde skule	17
4	I	46	4647	975276538	Hele landet	Vestland	Sunnfjord	Vassenden skule	35
4	I	46	4647	975276619	Hele landet	Vestland	Sunnfjord	Vevring skule	2
4	I	46	4647	875276522	Hele landet	Vestland	Sunnfjord	Viksdalen skule	9
3	I	46	4612	4612	Hele landet	Vestland	Sveio	Alle skoler	88
4	I	46	4612	975281213	Hele landet	Vestland	Sveio	Auklandshamn skule	6
4	I	46	4612	975281159	Hele landet	Vestland	Sveio	Førde skule	8
4	I	46	4612	975290271	Hele landet	Vestland	Sveio	Sveio skule	53
4	I	46	4612	975281167	Hele landet	Vestland	Sveio	Valestrand oppvekstsenter Avd skule	5
4	I	46	4612	975292827	Hele landet	Vestland	Sveio	Vikse skule	16
3	I	46	4616	4616	Hele landet	Vestland	Tysnes	Alle skoler	45
4	I	46	4616	975281442	Hele landet	Vestland	Tysnes	Onarheim skule	5
4	I	46	4616	975281418	Hele landet	Vestland	Tysnes	Tysnes skule	27
4	I	46	4616	975289699	Hele landet	Vestland	Tysnes	Uggdal skule	13
3	I	46	4618	4618	Hele landet	Vestland	Ullensvang	Alle skoler	174
4	I	46	4618	975281787	Hele landet	Vestland	Ullensvang	Hauso barne- og ungdomsskule	16
4	I	46	4618	975281698	Hele landet	Vestland	Ullensvang	Jondal skule	22
4	I	46	4618	975289273	Hele landet	Vestland	Ullensvang	Kinsarvik skule	25
4	I	46	4618	973945769	Hele landet	Vestland	Ullensvang	Odda barneskole	43
4	I	46	4618	975281744	Hele landet	Vestland	Ullensvang	Odda ungdomsskole	26
4	I	46	4618	975281779	Hele landet	Vestland	Ullensvang	Opedal skule	11
4	I	46	4618	975281736	Hele landet	Vestland	Ullensvang	Røldal skule	11
4	I	46	4618	875281712	Hele landet	Vestland	Ullensvang	Skare barneskule	7
4	I	46	4618	975281728	Hele landet	Vestland	Ullensvang	Tyssedal barneskole	7
4	I	46	4618	975281752	Hele landet	Vestland	Ullensvang	Vikebygd skule	6
3	I	46	4620	4620	Hele landet	Vestland	Ulvik	Alle skoler	26
4	I	46	4620	975281817	Hele landet	Vestland	Ulvik	Brakanes barne- og ungdomsskule	26
3	I	46	4628	4628	Hele landet	Vestland	Vaksdal	Alle skoler	50
4	I	46	4628	975286355	Hele landet	Vestland	Vaksdal	Dale skule	25
4	I	46	4628	975286339	Hele landet	Vestland	Vaksdal	Eksingedalen skule	3
4	I	46	4628	975286312	Hele landet	Vestland	Vaksdal	Stamnes skule	3
4	I	46	4628	975286304	Hele landet	Vestland	Vaksdal	Stanghelle skule	9
4	I	46	4628	974597675	Hele landet	Vestland	Vaksdal	Vaksdal skule	10
3	I	46	4639	4639	Hele landet	Vestland	Vik	Alle skoler	47
4	I	46	4639	975276112	Hele landet	Vestland	Vik	Feios skule	8
4	I	46	4639	975272117	Hele landet	Vestland	Vik	Flatbygdi skule	34
4	I	46	4639	922174636	Hele landet	Vestland	Vik	Fresvik Enspire skule AS	5
3	I	46	4621	4621	Hele landet	Vestland	Voss	Alle skoler	205
4	I	46	4621	975281949	Hele landet	Vestland	Voss	Bjørgum skule	11
4	I	46	4621	975281930	Hele landet	Vestland	Voss	Bulken skule	11
4	I	46	4621	975281957	Hele landet	Vestland	Voss	Evanger skule	5
4	I	46	4621	975281876	Hele landet	Vestland	Voss	Gjernes skule	14
4	I	46	4621	975281825	Hele landet	Vestland	Voss	Granvin barne- og ungdomsskule	15
4	I	46	4621	975281973	Hele landet	Vestland	Voss	Gullfjordungen skule	20
4	I	46	4621	975281868	Hele landet	Vestland	Voss	Palmafossen skule	18
4	I	46	4621	875281852	Hele landet	Vestland	Voss	Skulestad skule	18
4	I	46	4621	975281833	Hele landet	Vestland	Voss	Vangen skule	23
4	I	46	4621	975289702	Hele landet	Vestland	Voss	Voss ungdomsskule	51
4	I	46	4621	975281884	Hele landet	Vestland	Voss	Vossestrand barne- og ungdomsskule	19
3	I	46	4626	4626	Hele landet	Vestland	Øygarden	Alle skoler	600
4	I	46	4626	875287702	Hele landet	Vestland	Øygarden	Bjorøy skule	11
4	I	46	4626	875287672	Hele landet	Vestland	Øygarden	Brattholmen skule	30
4	I	46	4626	982067405	Hele landet	Vestland	Øygarden	Danielsen barne- og ungdomsskule Sotra	42
4	I	46	4626	975287629	Hele landet	Vestland	Øygarden	Fjell ungdomsskule	61
4	I	46	4626	975267725	Hele landet	Vestland	Øygarden	Foldnes skule	25
4	I	46	4626	975314758	Hele landet	Vestland	Øygarden	Hjelteryggen skule	20
4	I	46	4626	975287653	Hele landet	Vestland	Øygarden	Knappskog skule	25
4	I	46	4626	975295109	Hele landet	Vestland	Øygarden	Kolltveit skule	25
4	I	46	4626	975287750	Hele landet	Vestland	Øygarden	Landro skule	26
4	I	46	4626	975286061	Hele landet	Vestland	Øygarden	Rong skule	22
4	I	46	4626	975287815	Hele landet	Vestland	Øygarden	Skogsvåg skule	23
4	I	46	4626	975287688	Hele landet	Vestland	Øygarden	Skålevik skule	15
4	I	46	4626	922802742	Hele landet	Vestland	Øygarden	Spildepollen skule	19
4	I	46	4626	975287831	Hele landet	Vestland	Øygarden	Stranda skule	38
4	I	46	4626	975287769	Hele landet	Vestland	Øygarden	Sund ungdomsskule	38
4	I	46	4626	914937159	Hele landet	Vestland	Øygarden	Tjeldstø skule	11
4	I	46	4626	875286072	Hele landet	Vestland	Øygarden	Toftøy skule	14
4	I	46	4626	995431971	Hele landet	Vestland	Øygarden	Tranevågen ungdomsskule	52
4	I	46	4626	975287661	Hele landet	Vestland	Øygarden	Ulveset skule	22
4	I	46	4626	978606741	Hele landet	Vestland	Øygarden	Øygarden ungdomsskule	24
4	I	46	4626	975298647	Hele landet	Vestland	Øygarden	Ågotnes skule	29
3	I	46	4643	4643	Hele landet	Vestland	Årdal	Alle skoler	79
